timestamp,spot_price,entry_tf_bias,original_score,penalised_score,entry_tf_score,htf_bias,htf_vwap,vix_value,market_regime,outcome
2026-07-15 12:29:54,24170.55,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BULLISH,STILL_REJECTED
2026-07-15 12:29:55,24170.5,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BULLISH,STILL_REJECTED
2026-07-15 12:29:56,24170.25,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:29:58,24171,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:29:59,24169.05,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:00,24168.4,PUT,45,30,30,CALL,24138.07,13.08,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:01,24170.25,PUT,45,30,30,CALL,24138.07,13.08,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:02,24169.55,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:03,24169.1,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:04,24168.1,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:05,24166.9,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:07,24166.05,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:08,24166.5,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:09,24165.95,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:10,24165.7,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:11,24165.75,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:12,24166.25,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:13,24169,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:14,24167.75,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:15,24166.8,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:16,24165.6,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:18,24166.4,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:19,24165.55,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:20,24166.05,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:21,24167.5,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:22,24168.35,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:23,24167.35,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:24,24167.1,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:25,24167.9,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:26,24168.4,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:27,24167.65,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:29,24169.2,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:30,24169.15,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:31,24171.25,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:32,24170.2,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:33,24169.65,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:34,24168.85,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:35,24169.4,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:36,24169.15,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:37,24169.25,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:38,24169,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:40,24169.75,PUT,45,30,30,CALL,24138.07,13.09,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:41,24170.2,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:42,24169.9,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:43,24170.05,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:44,24169.75,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:45,24170.25,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:46,24170.75,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:47,24170.7,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:48,24171.4,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:50,24171.5,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:51,24171.7,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:52,24171.9,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:53,24171.4,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:54,24171.65,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:55,24171.4,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:56,24171.15,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:30:57,24171.3,PUT,35,20,20,CALL,24138.07,13.12,LOW_VOLATILITY,STILL_REJECTED
2026-07-15 12:30:58,24171.2,PUT,45,30,30,CALL,24138.07,13.12,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:00,24171.8,PUT,45,30,30,CALL,24138.07,13.12,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:01,24172.4,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:02,24171.1,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:03,24170.15,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:04,24171.75,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:05,24172.25,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:06,24172.85,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:07,24171.65,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:08,24172.35,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:10,24171.7,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:11,24171.6,PUT,45,30,30,CALL,24138.07,13.12,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:12,24171.85,PUT,45,30,30,CALL,24138.07,13.12,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:13,24171.1,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:14,24170.6,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:15,24170.65,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:16,24170.8,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:18,24171,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:19,24170.5,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:20,24170.75,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:21,24170.1,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:22,24170.2,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:23,24169.6,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:24,24170.4,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:25,24170.65,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:26,24170.5,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:27,24170,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:29,24170.2,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:30,24170,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:31,24170.85,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:32,24170.1,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:33,24169.55,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:34,24169.35,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:35,24170.45,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:36,24170.45,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:37,24170,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:38,24170.6,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:40,24171.35,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:41,24170.5,PUT,45,30,30,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:42,24171.4,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:43,24170.25,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:44,24170,PUT,45,30,30,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:45,24170.35,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:46,24171.65,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:47,24171,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:49,24170.65,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:50,24171.05,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:51,24171.25,PUT,55,40,40,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:52,24171.2,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:53,24170.35,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:54,24170,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:55,24170.4,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:56,24170.25,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:57,24170.1,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:31:59,24170.75,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:00,24170.35,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:01,24172.05,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:02,24171.15,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:03,24171.4,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:04,24171.3,PUT,55,40,40,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:05,24171.2,PUT,55,40,40,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:06,24171.2,PUT,55,40,40,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:07,24171.7,PUT,55,40,40,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:09,24170.8,PUT,55,40,40,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:10,24171.65,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:11,24171.8,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:12,24171.25,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:13,24170.2,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:14,24170.85,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:15,24170.45,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:16,24170.6,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:17,24170.9,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:19,24170.15,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:20,24170.7,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:21,24171.1,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:22,24171.65,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:23,24171.15,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:24,24171.05,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:25,24171.15,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:26,24172.35,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:27,24171.8,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:28,24171.7,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:30,24171.9,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:31,24173.85,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:32,24173.25,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:33,24173,PUT,55,40,40,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:34,24173.25,PUT,55,40,40,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:35,24172.35,PUT,55,40,40,CALL,24138.07,13.11,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:36,24172.45,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:37,24172.05,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
2026-07-15 12:32:38,24172.15,PUT,55,40,40,CALL,24138.07,13.1,LOW_VOLATILITY_BEARISH,STILL_REJECTED
